n,t_mean,t_stdev,t_Q0,t_Q1,t_Q2,t_Q3,t_Q4
56000,7.08051e+06,468114,6.53507e+06,6.75497e+06,6.86629e+06,7.4657e+06,8.64231e+06
57000,6.9391e+06,253687,6.5236e+06,6.79717e+06,6.87394e+06,7.00578e+06,7.63271e+06
58000,7.04081e+06,154284,6.79781e+06,6.94516e+06,7.02021e+06,7.11021e+06,7.57614e+06
59000,7.16525e+06,163947,6.87173e+06,7.0756e+06,7.15658e+06,7.25886e+06,7.49693e+06
60000,7.34221e+06,215386,7.06712e+06,7.21693e+06,7.28766e+06,7.39465e+06,8.13928e+06
61000,7.71507e+06,768950,7.13222e+06,7.26982e+06,7.36531e+06,7.67666e+06,9.79888e+06
62000,7.48775e+06,140041,7.21604e+06,7.38921e+06,7.49649e+06,7.57935e+06,7.81438e+06
63000,7.78187e+06,334045,7.3534e+06,7.58418e+06,7.67085e+06,7.97099e+06,8.73918e+06
64000,8.28123e+06,522991,7.69644e+06,7.89376e+06,8.20099e+06,8.47138e+06,1.01854e+07
65000,8.26763e+06,469389,7.73663e+06,7.87259e+06,8.0681e+06,8.78312e+06,9.01427e+06
66000,8.50504e+06,481752,7.77898e+06,8.02707e+06,8.5254e+06,8.93292e+06,9.5426e+06
67000,8.52796e+06,402788,7.88604e+06,8.158e+06,8.59467e+06,8.76305e+06,9.56858e+06
68000,8.84955e+06,644207,8.01859e+06,8.38675e+06,8.76878e+06,9.14653e+06,1.07206e+07
69000,8.77446e+06,440958,8.21663e+06,8.47489e+06,8.66408e+06,9.00864e+06,1.02519e+07
70000,8.88985e+06,257671,8.53245e+06,8.73616e+06,8.86705e+06,8.97984e+06,9.59534e+06
71000,3.07993e+07,1.20817e+08,8.65527e+06,9.03977e+06,9.51292e+06,9.73404e+06,6.9288e+08
72000,9.45463e+06,585135,8.81106e+06,9.0509e+06,9.27346e+06,9.76475e+06,1.16074e+07
73000,9.50592e+06,436234,9.01409e+06,9.16438e+06,9.38281e+06,9.74309e+06,1.05291e+07
74000,9.89739e+06,712069,9.08616e+06,9.33957e+06,9.83958e+06,1.02856e+07,1.24808e+07
75000,9.8222e+06,506966,9.23802e+06,9.36876e+06,9.65112e+06,1.02897e+07,1.10154e+07
76000,1.00673e+07,618792,9.32296e+06,9.48495e+06,9.9915e+06,1.04927e+07,1.12881e+07
77000,1.01438e+07,491955,9.46468e+06,9.7256e+06,1.00447e+07,1.05132e+07,1.11159e+07
78000,1.0235e+07,364663,9.61403e+06,9.89604e+06,1.02825e+07,1.05463e+07,1.07953e+07
79000,1.02888e+07,414891,9.73917e+06,1.00586e+07,1.02179e+07,1.04146e+07,1.15044e+07
80000,1.04718e+07,891804,9.72619e+06,9.96475e+06,1.01391e+07,1.07446e+07,1.35561e+07
81000,1.02726e+07,417598,9.7605e+06,9.98434e+06,1.01295e+07,1.05493e+07,1.12352e+07
82000,1.03534e+07,365466,9.87292e+06,1.00905e+07,1.02214e+07,1.05178e+07,1.11733e+07
83000,1.07913e+07,479387,1.00333e+07,1.04069e+07,1.0714e+07,1.12235e+07,1.18064e+07
84000,1.13239e+07,949541,1.02738e+07,1.07985e+07,1.10806e+07,1.15437e+07,1.43816e+07
85000,1.10533e+07,510319,1.01935e+07,1.05737e+07,1.09927e+07,1.13561e+07,1.20256e+07
86000,1.07956e+07,204369,1.04433e+07,1.06755e+07,1.07466e+07,1.08962e+07,1.14822e+07
87000,1.09681e+07,317916,1.06545e+07,1.07723e+07,1.09046e+07,1.10429e+07,1.23182e+07
88000,1.0977e+07,193077,1.06722e+07,1.09014e+07,1.09602e+07,1.10196e+07,1.17944e+07
89000,1.10589e+07,140868,1.07822e+07,1.09738e+07,1.10777e+07,1.11361e+07,1.13568e+07
90000,1.1825e+07,1.29515e+06,1.0991e+07,1.11253e+07,1.12943e+07,1.17131e+07,1.5992e+07
91000,1.133e+07,124676,1.10836e+07,1.12479e+07,1.13124e+07,1.13958e+07,1.15722e+07
92000,1.15541e+07,210276,1.12796e+07,1.14195e+07,1.15041e+07,1.16352e+07,1.23588e+07
93000,1.1651e+07,205747,1.13121e+07,1.15339e+07,1.16411e+07,1.17351e+07,1.24921e+07
94000,1.17258e+07,179729,1.14273e+07,1.158e+07,1.17138e+07,1.18471e+07,1.21927e+07
95000,1.19723e+07,296520,1.16291e+07,1.18455e+07,1.19158e+07,1.19984e+07,1.30792e+07
96000,1.21269e+07,318158,1.17873e+07,1.19671e+07,1.20555e+07,1.2155e+07,1.33649e+07
97000,1.21566e+07,199152,1.18549e+07,1.20489e+07,1.21201e+07,1.22111e+07,1.30188e+07
98000,1.23586e+07,133867,1.2153e+07,1.22738e+07,1.23333e+07,1.24303e+07,1.26539e+07
99000,1.2564e+07,241154,1.22466e+07,1.24032e+07,1.25229e+07,1.26235e+07,1.32927e+07
100000,1.26418e+07,276324,1.23628e+07,1.24799e+07,1.2595e+07,1.26821e+07,1.38655e+07
