n,t_mean,t_stdev,t_Q0,t_Q1,t_Q2,t_Q3,t_Q4
74000,1.72058e+07,309942,1.67924e+07,1.7036e+07,1.71464e+07,1.7293e+07,1.81742e+07
75000,1.74258e+07,285871,1.71059e+07,1.72597e+07,1.74068e+07,1.74788e+07,1.86436e+07
76000,1.78313e+07,280550,1.74998e+07,1.76412e+07,1.78335e+07,1.79244e+07,1.90408e+07
77000,1.81761e+07,384788,1.77003e+07,1.79986e+07,1.8114e+07,1.82481e+07,1.95184e+07
78000,1.82489e+07,198309,1.79516e+07,1.8068e+07,1.8227e+07,1.84167e+07,1.85817e+07
79000,1.86699e+07,378072,1.82018e+07,1.85209e+07,1.85775e+07,1.87241e+07,2.05068e+07
80000,1.88684e+07,235228,1.84175e+07,1.87604e+07,1.88883e+07,1.89753e+07,1.94199e+07
81000,1.90762e+07,407653,1.86486e+07,1.88132e+07,1.89912e+07,1.92192e+07,2.05789e+07
82000,1.96364e+07,1.28298e+06,1.89518e+07,1.91354e+07,1.93539e+07,1.94342e+07,2.44762e+07
83000,1.96518e+07,599530,1.90527e+07,1.93039e+07,1.93778e+07,1.97512e+07,2.16157e+07
84000,1.98659e+07,459678,1.93732e+07,1.95669e+07,1.96938e+07,1.99855e+07,2.11336e+07
85000,2.02516e+07,603958,1.96535e+07,1.98334e+07,2.00966e+07,2.03507e+07,2.19583e+07
86000,2.05102e+07,601513,1.99231e+07,2.00996e+07,2.03999e+07,2.0502e+07,2.24458e+07
87000,2.05618e+07,517073,2.01178e+07,2.02689e+07,2.0393e+07,2.06024e+07,2.22295e+07
88000,2.11142e+07,706013,2.05152e+07,2.07253e+07,2.0875e+07,2.11007e+07,2.32321e+07
89000,2.12499e+07,639593,2.07131e+07,2.08524e+07,2.09922e+07,2.13117e+07,2.33751e+07
90000,2.1597e+07,1.06841e+06,2.08694e+07,2.1086e+07,2.1146e+07,2.16135e+07,2.60878e+07
91000,2.15327e+07,384215,2.11893e+07,2.13166e+07,2.14534e+07,2.15597e+07,2.3303e+07
92000,2.20267e+07,276616,2.15471e+07,2.18786e+07,2.19993e+07,2.21779e+07,2.29257e+07
93000,2.22016e+07,402668,2.15962e+07,2.18939e+07,2.20936e+07,2.2411e+07,2.36157e+07
94000,2.24224e+07,225238,2.2e+07,2.22713e+07,2.24401e+07,2.25492e+07,2.28799e+07
95000,2.31274e+07,1.87488e+06,2.2272e+07,2.2506e+07,2.27085e+07,2.28225e+07,3.2548e+07
96000,2.28997e+07,420854,2.24634e+07,2.26495e+07,2.27697e+07,2.29584e+07,2.42231e+07
97000,2.3937e+07,1.25296e+06,2.27142e+07,2.31102e+07,2.33532e+07,2.46675e+07,2.78849e+07
98000,2.38145e+07,1.0874e+06,2.30705e+07,2.32675e+07,2.34007e+07,2.37983e+07,2.85309e+07
99000,2.38471e+07,819891,2.33587e+07,2.34703e+07,2.35662e+07,2.38504e+07,2.76062e+07
100000,2.41796e+07,550879,2.35484e+07,2.37773e+07,2.39725e+07,2.43538e+07,2.59403e+07
